ProteinID,Accession.New,,,,,
Q8BHN3,GANAB_MOUSE,,,,,
Q8CGZ9,PR7B1_MOUSE,,,,,
Q3TML0,Q3TML0_MOUSE,,,,,
Q6GQT1,A2MG_MOUSE,,,,,
P12399,CTL2A_MOUSE,,,,,
P68373,TBA1C_MOUSE,,,,,
P18760,COF1_MOUSE,,,,,
Q03350,TSP2_MOUSE,,,,,
P07901,HS90A_MOUSE,,,,,
Q8VHQ1,Q8VHQ1_MOUSE,,,,,
Q9JLV9,PR2C5_MOUSE,,,,,
Q9WVA4,TAGL2_MOUSE,,,,,
Q00493,CBPE_MOUSE,,,,,
O35258,O35258_MOUSE,,,,,
Q07797,LG3BP_MOUSE,,,,,
Q3UKP4,Q3UKP4_MOUSE,,,,,
P17751,TPIS_MOUSE,,,,,
Q497W2,Q497W2_MOUSE,,,,,
Q9DAV6,Q9DAV6_MOUSE,,,,,
Q61171,PRDX2_MOUSE,,,,,
P62962,PROF1_MOUSE,,,,,
P29268,CCN2_MOUSE,,,,,
Q99KQ4,NAMPT_MOUSE,,,,,
Q61035,HARS1_MOUSE,,,,,
Q6IRU2,TPM4_MOUSE,,,,,
Q9CPX4,Q9CPX4_MOUSE,,,,,
F8WH23,F8WH23_MOUSE,,,,,
Q3U2G2,Q3U2G2_MOUSE,,,,,
P16110,LEG3_MOUSE,,,,,
Q9JKR6,HYOU1_MOUSE,,,,,
P62806,H4_MOUSE,,,,,
Q78Y72,Q78Y72_MOUSE,,,,,
P21981,TGM2_MOUSE,,,,,
Q99PT1,GDIR1_MOUSE,,,,,
Q01149,CO1A2_MOUSE,,,,,
O88668,CREG1_MOUSE,,,,,
Q9DAZ2,PR2B1_MOUSE,,,,,
Q9R1P4,PSA1_MOUSE,,,,,
P04117,FABP4_MOUSE,,,,,
F8WIV2,F8WIV2_MOUSE,,,,,
P68510,1433F_MOUSE,,,,,
Q9D964,GATM_MOUSE,,,,,
Q9D8N0,EF1G_MOUSE,,,,,
P16045,LEG1_MOUSE,,,,,
P21460,CYTC_MOUSE,,,,,
P26040,EZRI_MOUSE,,,,,
Q9D0F9,PGM1_MOUSE,,,,,
P24527,LKHA4_MOUSE,,,,,
Q62356,FSTL1_MOUSE,,,,,
A0A0A0MQ97,A0A0A0MQ97_MOUSE,,,,,
Q9D2U0,Q9D2U0_MOUSE,,,,,
P47757,CAPZB_MOUSE,,,,,
Q05816,FABP5_MOUSE,,,,,
Q04447,KCRB_MOUSE,,,,,
Q9DCD0,6PGD_MOUSE,,,,,
B1B0C7,B1B0C7_MOUSE,,,,,
P62897,CYC_MOUSE,,,,,
G3X8T3,G3X8T3_MOUSE,,,,,
P97290,IC1_MOUSE,,,,,
E9PZ87,E9PZ87_MOUSE,,,,,
P08121,CO3A1_MOUSE,,,,,
Q6P5E4,UGGG1_MOUSE,,,,,
Q9JII6,AK1A1_MOUSE,,,,,
P06801,MAOX_MOUSE,,,,,
P60843,IF4A1_MOUSE,,,,,
Q9R0E2,PLOD1_MOUSE,,,,,
A0A286YC78,A0A286YC78_MOUSE,,,,,
Q07235,GDN_MOUSE,,,,,
P61982,1433G_MOUSE,,,,,
Q02053,UBA1_MOUSE,,,,,
P08122,CO4A2_MOUSE,,,,,
Q8CFH0,Q8CFH0_MOUSE,,,,,
Q8BND5,QSOX1_MOUSE,,,,,
P01027,CO3_MOUSE,,,,,
P32261,ANT3_MOUSE,,,,,
Q9Z2W0,DNPEP_MOUSE,,,,,
O88844,IDHC_MOUSE,,,,,
A2AVJ7,A2AVJ7_MOUSE,,,,,
P05201,AATC_MOUSE,,,,,
P40124,CAP1_MOUSE,,,,,
Q4KL31,Q4KL31_MOUSE,,,,,
O35256,PR4A1_MOUSE,,,,,
Q9CVB6,ARPC2_MOUSE,,,,,
P28653,PGS1_MOUSE,,,,,
Q62009,POSTN_MOUSE,,,,,
P13634,CAH1_MOUSE,,,,,
Q8CIE6,COPA_MOUSE,,,,,
P63028,TCTP_MOUSE,,,,,
O55029,COPB2_MOUSE,,,,,
Q9R111,GUAD_MOUSE,,,,,
O08804,O08804_MOUSE,,,,,
Q99LB4,Q99LB4_MOUSE,,,,,
P10639,THIO_MOUSE,,,,,
E9PX70,E9PX70_MOUSE,,,,,
Q3UQ28,PXDN_MOUSE,,,,,
Q4KL66,Q4KL66_MOUSE,,,,,
Q9Z1R9,Q9Z1R9_MOUSE,,,,,
O89017,LGMN_MOUSE,,,,,
P08905,LYZ2_MOUSE,,,,,
P50247,SAHH_MOUSE,,,,,
E9QPB2,E9QPB2_MOUSE,,,,,
P04444,HBBZ_MOUSE,,,,,
P80314,TCPB_MOUSE,,,,,
P27046,MA2A1_MOUSE,,,,,
Q9DBG3,AP2B1_MOUSE,,,,,
Q9WUU7,CATZ_MOUSE,,,,,
P01899,HA11_MOUSE,,,,,
P14152,MDHC_MOUSE,,,,,
A0A1W2P6F6,A0A1W2P6F6_MOUSE,,,,,
Q99JY9,ARP3_MOUSE,,,,,
Q9JHU4,DYHC1_MOUSE,,,,,
Q3U1J4,DDB1_MOUSE,,,,,
Q9R0P5,DEST_MOUSE,,,,,
P57759,ERP29_MOUSE,,,,,
P09528,FRIH_MOUSE,,,,,
P16125,LDHB_MOUSE,,,,,
P08228,SODC_MOUSE,,,,,
P15327,PMGE_MOUSE,,,,,
P55284,CADH5_MOUSE,,,,,
Q9D1A2,CNDP2_MOUSE,,,,,
P02463,CO4A1_MOUSE,,,,,
O70435,PSA3_MOUSE,,,,,
Q60864,STIP1_MOUSE,,,,,
P08226,APOE_MOUSE,,,,,
P17710,HXK1_MOUSE,,,,,
Q91ZJ5,UGPA_MOUSE,,,,,
Q5XJY5,COPD_MOUSE,,,,,
Q9Z2U0,PSA7_MOUSE,,,,,
Q9R1P3,PSB2_MOUSE,,,,,
P56480,ATPB_MOUSE,,,,,
Q61792,LASP1_MOUSE,,,,,
P14733,LMNB1_MOUSE,,,,,
P37889,FBLN2_MOUSE,,,,,
A0A1B0GSG5,A0A1B0GSG5_MOUSE,,,,,
Q64514,TPP2_MOUSE,,,,,
Q5EBP8,Q5EBP8_MOUSE,,,,,
Q640N1,AEBP1_MOUSE,,,,,
P61161,ARP2_MOUSE,,,,,
O55070,DNSL3_MOUSE,,,,,
Q08642,PADI2_MOUSE,,,,,
Q9WV32,ARC1B_MOUSE,,,,,
P97315,CSRP1_MOUSE,,,,,
P10518,HEM2_MOUSE,,,,,
O70400,PDLI1_MOUSE,,,,,
Q11011,PSA_MOUSE,,,,,
P80318,TCPG_MOUSE,,,,,
Q00519,XDH_MOUSE,,,,,
P58022,LOXL2_MOUSE,,,,,
Q9QYB1,CLIC4_MOUSE,,,,,
Q91ZF4,Q91ZF4_MOUSE,,,,,
O08795,GLU2B_MOUSE,,,,,
Q923D2,BLVRB_MOUSE,,,,,
Q99KK7,DPP3_MOUSE,,,,,
P31725,S10A9_MOUSE,,,,,
P50516,VATA_MOUSE,,,,,
P09405,NUCL_MOUSE,,,,,
Q9QUM9,PSA6_MOUSE,,,,,
P05202,AATM_MOUSE,,,,,
P07356,ANXA2_MOUSE,,,,,
Q9DCV7,K2C7_MOUSE,,,,,
Q6IMK7,Q6IMK7_MOUSE,,,,,
Q6P069,SORCN_MOUSE,,,,,
Q9CQI6,COTL1_MOUSE,,,,,
P20060,HEXB_MOUSE,,,,,
O55234,PSB5_MOUSE,,,,,
P33434,MMP2_MOUSE,,,,,
F6VW30,F6VW30_MOUSE,,,,,
P26043,RADI_MOUSE,,,,,
P27546,MAP4_MOUSE,,,,,
Q5XJF6,Q5XJF6_MOUSE,,,,,
P68040,RACK1_MOUSE,,,,,
Q62465,VAT1_MOUSE,,,,,
O70370,CATS_MOUSE,,,,,
P51885,LUM_MOUSE,,,,,
Q9DD06,RARR2_MOUSE,,,,,
A0A286YD45,A0A286YD45_MOUSE,,,,,
P11404,FABPH_MOUSE,,,,,
E9Q616,E9Q616_MOUSE,,,,,
Q571E4,GALNS_MOUSE,,,,,
Q91ZD5,Q91ZD5_MOUSE,,,,,
P42932,TCPQ_MOUSE,,,,,
O35887,CALU_MOUSE,,,,,
E9QA16,E9QA16_MOUSE,,,,,
P49722,PSA2_MOUSE,,,,,
B2M1R6,B2M1R6_MOUSE,,,,,
P47754,CAZA2_MOUSE,,,,,
O88207,CO5A1_MOUSE,,,,,
Q02819,NUCB1_MOUSE,,,,,
Q60963,PAFA_MOUSE,,,,,
Q9R1P0,PSA4_MOUSE,,,,,
Q9CQV8,1433B_MOUSE,,,,,
P28798,GRN_MOUSE,,,,,
P70168,IMB1_MOUSE,,,,,
P70195,PSB7_MOUSE,,,,,
Q9ET01,PYGL_MOUSE,,,,,
O88968,TCO2_MOUSE,,,,,
E9PXX7,E9PXX7_MOUSE,,,,,
P80315,TCPD_MOUSE,,,,,
D0VY58,D0VY58_MOUSE,,,,,
Q61553,FSCN1_MOUSE,,,,,
Q6ZWQ9,Q6ZWQ9_MOUSE,,,,,
P80317,TCPZ_MOUSE,,,,,
P11983,TCPA_MOUSE,,,,,
P98064,MASP1_MOUSE,,,,,
P24270,CATA_MOUSE,,,,,
P62908,RS3_MOUSE,,,,,
Q8R180,ERO1A_MOUSE,,,,,
Q6ZWX6,IF2A_MOUSE,,,,,
Q9R1P1,PSB3_MOUSE,,,,,
Q3URN6,Q3URN6_MOUSE,,,,,
Q9D031,Q9D031_MOUSE,,,,,
P80313,TCPH_MOUSE,,,,,
A0A0A0MQM0,A0A0A0MQM0_MOUSE,,,,,
A0A1C7CYV0,A0A1C7CYV0_MOUSE,,,,,
Q3TMX5,Q3TMX5_MOUSE,,,,,
Q9R0P3,ESTD_MOUSE,,,,,
P10649,GSTM1_MOUSE,,,,,
Q6ZQ38,CAND1_MOUSE,,,,,
Q8VDM4,PSMD2_MOUSE,,,,,
B8JJN0,B8JJN0_MOUSE,,,,,
P29341,PABP1_MOUSE,,,,,
P34960,MMP12_MOUSE,,,,,
P99026,PSB4_MOUSE,,,,,
Q91V92,ACLY_MOUSE,,,,,
Q9Z0J0,NPC2_MOUSE,,,,,
Q9DAV8,Q9DAV8_MOUSE,,,,,
Q99020,ROAA_MOUSE,,,,,
Q78PY7,SND1_MOUSE,,,,,
P14602,HSPB1_MOUSE,,,,,
P63038,CH60_MOUSE,,,,,
Q61508,ECM1_MOUSE,,,,,
P28658,ATX10_MOUSE,,,,,
Q60668,HNRPD_MOUSE,,,,,
P26443,DHE3_MOUSE,,,,,
Q62426,CYTB_MOUSE,,,,,
Q9R118,HTRA1_MOUSE,,,,,
P80316,TCPE_MOUSE,,,,,
P63005,LIS1_MOUSE,,,,,
Q9CPY7,AMPL_MOUSE,,,,,
O88322,NID2_MOUSE,,,,,
A0A0R4J093,A0A0R4J093_MOUSE,,,,,
O08806,O08806_MOUSE,,,,,
A0A0J9YTY0,A0A0J9YTY0_MOUSE,,,,,
Q921M7,FA49B_MOUSE,,,,,
P15626,GSTM2_MOUSE,,,,,
Q6PI17,Q6PI17_MOUSE,,,,,
Q9DAT7,Q9DAT7_MOUSE,,,,,
P23927,CRYAB_MOUSE,,,,,
A0A0R4J107,A0A0R4J107_MOUSE,,,,,
P19157,GSTP1_MOUSE,,,,,
Q9CR16,PPID_MOUSE,,,,,
Q9Z2U1,PSA5_MOUSE,,,,,
Q9Z2X1,HNRPF_MOUSE,,,,,
P19096,FAS_MOUSE,,,,,
Q8CIB5,FERM2_MOUSE,,,,,
P50396,GDIA_MOUSE,,,,,
P01901,HA1B_MOUSE,,,,,
Q60692,PSB6_MOUSE,,,,,
P50580,PA2G4_MOUSE,,,,,
O35685,NUDC_MOUSE,,,,,
P17563,SBP1_MOUSE,,,,,
Q8CDN6,TXNL1_MOUSE,,,,,
P26231,CTNA1_MOUSE,,,,,
A0A2I3BPT1,A0A2I3BPT1_MOUSE,,,,,
Q7TSV4,PGM2_MOUSE,,,,,
Q3UE92,Q3UE92_MOUSE,,,,,
Q8CGC7,SYEP_MOUSE,,,,,
P37804,TAGL_MOUSE,,,,,
Q9WTP6,KAD2_MOUSE,,,,,
Q9JIF7,COPB_MOUSE,,,,,
O09061,PSB1_MOUSE,,,,,
Q3U4W8,Q3U4W8_MOUSE,,,,,
Q8BKC5,IPO5_MOUSE,,,,,
A0A0J9YUZ4,A0A0J9YUZ4_MOUSE,,,,,
O89079,COPE_MOUSE,,,,,
G3UXZ5,G3UXZ5_MOUSE,,,,,
Q61599,GDIR2_MOUSE,,,,,
Q99LX0,PARK7_MOUSE,,,,,
P60335,PCBP1_MOUSE,,,,,
A2AL12,A2AL12_MOUSE,,,,,
P45376,ALDR_MOUSE,,,,,
Q9Z1N5,DX39B_MOUSE,,,,,
P53810,PIPNA_MOUSE,,,,,
Q62351,TFR1_MOUSE,,,,,
Q9D1Q6,ERP44_MOUSE,,,,,
P29416,HEXA_MOUSE,,,,,
O08807,PRDX4_MOUSE,,,,,
Q9EQH3,VPS35_MOUSE,,,,,
Q3TXS7,PSMD1_MOUSE,,,,,
P68033,ACTC_MOUSE,,,,,
O70456,1433S_MOUSE,,,,,
A0A1L1SRX2,A0A1L1SRX2_MOUSE,,,,,
P10107,ANXA1_MOUSE,,,,,
Q9WUM4,COR1C_MOUSE,,,,,
O70251,EF1B_MOUSE,,,,,
P15864,H12_MOUSE,,,,,
H3BJ97,H3BJ97_MOUSE,,,,,
P11152,LIPL_MOUSE,,,,,
Q9QUR6,PPCE_MOUSE,,,,,
P30412,PPIC_MOUSE,,,,,
B2RSG7,B2RSG7_MOUSE,,,,,
P48036,ANXA5_MOUSE,,,,,
P00493,HPRT_MOUSE,,,,,
P70296,PEBP1_MOUSE,,,,,
Q00623,APOA1_MOUSE,,,,,
P55065,PLTP_MOUSE,,,,,
P63085,MK01_MOUSE,,,,,
Q08879,FBLN1_MOUSE,,,,,
Q9JMH6,TRXR1_MOUSE,,,,,
Q8BP47,SYNC_MOUSE,,,,,
Q9JLJ2,AL9A1_MOUSE,,,,,
P18406,CCN1_MOUSE,,,,,
E9Q718,E9Q718_MOUSE,,,,,
Q921M3,SF3B3_MOUSE,,,,,
P23116,EIF3A_MOUSE,,,,,
P47856,GFPT1_MOUSE,,,,,
Q3U962,CO5A2_MOUSE,,,,,
O88958,GNPI1_MOUSE,,,,,
O09131,GSTO1_MOUSE,,,,,
P14869,RLA0_MOUSE,,,,,
Q9R0E1,PLOD3_MOUSE,,,,,
Q9DAY2,PR8A6_MOUSE,,,,,
A0A0R4IZY0,A0A0R4IZY0_MOUSE,,,,,
Q9WV54,ASAH1_MOUSE,,,,,
P17427,AP2A2_MOUSE,,,,,
Q9CPW4,ARPC5_MOUSE,,,,,
Q8BFR4,GNS_MOUSE,,,,,
Q8VEE1,LMCD1_MOUSE,,,,,
Q07113,MPRI_MOUSE,,,,,
Q8C7E4,Q8C7E4_MOUSE,,,,,
P62814,VATB2_MOUSE,,,,,
P63280,UBC9_MOUSE,,,,,
O88544,CSN4_MOUSE,,,,,
Q9JM76,ARPC3_MOUSE,,,,,
Q8JZQ9,EIF3B_MOUSE,,,,,
A0A0R4J0G6,A0A0R4J0G6_MOUSE,,,,,
P59999,ARPC4_MOUSE,,,,,
Q8R1F1,NIBA2_MOUSE,,,,,
Q9CWJ9,PUR9_MOUSE,,,,,
Q60972,RBBP4_MOUSE,,,,,
P35979,RL12_MOUSE,,,,,
P12032,TIMP1_MOUSE,,,,,
P26883,FKB1A_MOUSE,,,,,
Q6P5F9,XPO1_MOUSE,,,,,
A0A0R4J1E2,A0A0R4J1E2_MOUSE,,,,,
E9Q6J7,E9Q6J7_MOUSE,,,,,
Q9QZF2,GPC1_MOUSE,,,,,
Q8C845,Q8C845_MOUSE,,,,,
P47791,GSHR_MOUSE,,,,,
P62960,YBOX1_MOUSE,,,,,
Q9D0I9,SYRC_MOUSE,,,,,
Q76MZ3,2AAA_MOUSE,,,,,
E9Q1S3,E9Q1S3_MOUSE,,,,,
Q61398,PCOC1_MOUSE,,,,,
P40336,VP26A_MOUSE,,,,,
P42703,LIFR_MOUSE,,,,,
A0A1W2P788,A0A1W2P788_MOUSE,,,,,
P84078,ARF1_MOUSE,,,,,
O55111,DSG2_MOUSE,,,,,
Q00915,RET1_MOUSE,,,,,
P14206,RSSA_MOUSE,,,,,
Q99M71,EPDR1_MOUSE,,,,,
P08071,TRFL_MOUSE,,,,,
O08749,DLDH_MOUSE,,,,,
Q61646,HPT_MOUSE,,,,,
P39876,TIMP3_MOUSE,,,,,
P0DP27,CALM2_MOUSE,,,,,
A0A0R4J092,A0A0R4J092_MOUSE,,,,,
P55097,CATK_MOUSE,,,,,
Q02788,CO6A2_MOUSE,,,,,
P07309,TTHY_MOUSE,,,,,
P02089,HBB2_MOUSE,,,,,
Q62165,DAG1_MOUSE,,,,,
Q9WU78,PDC6I_MOUSE,,,,,
Q8JZQ5,AOC1_MOUSE,,,,,
Q06138,CAB39_MOUSE,,,,,
P45591,COF2_MOUSE,,,,,
P08882,GRAC_MOUSE,,,,,
Q9CPU0,LGUL_MOUSE,,,,,
Q5RKN9,Q5RKN9_MOUSE,,,,,
P62821,RAB1A_MOUSE,,,,,
B9EHJ3,B9EHJ3_MOUSE,,,,,
P01029,CO4B_MOUSE,,,,,
Q99KV1,DJB11_MOUSE,,,,,
Q61425,HCDH_MOUSE,,,,,
Q9Z0N1,IF2G_MOUSE,,,,,
Q61166,MARE1_MOUSE,,,,,
Q924B0,Q924B0_MOUSE,,,,,
Q60648,SAP3_MOUSE,,,,,
Q8R016,BLMH_MOUSE,,,,,
Q3TWV4,Q3TWV4_MOUSE,,,,,
D3YXQ6,D3YXQ6_MOUSE,,,,,
A0A0R4J182,A0A0R4J182_MOUSE,,,,,
Q9DB05,SNAA_MOUSE,,,,,
O89053,COR1A_MOUSE,,,,,
Q9CZD3,GARS_MOUSE,,,,,
Q9D819,IPYR_MOUSE,,,,,
O09159,MA2B1_MOUSE,,,,,
P62827,RAN_MOUSE,,,,,
Q9QUR8,SEM7A_MOUSE,,,,,
P99029,PRDX5_MOUSE,,,,,
E9QPX1,E9QPX1_MOUSE,,,,,
O88325,O88325_MOUSE,,,,,
Q3KQM4,Q3KQM4_MOUSE,,,,,
Q9CPT4,MYDGF_MOUSE,,,,,
P20108,PRDX3_MOUSE,,,,,
Q99JI4,PSMD6_MOUSE,,,,,
Q8BGJ5,Q8BGJ5_MOUSE,,,,,
Q8R2P8,Q8R2P8_MOUSE,,,,,
P97351,RS3A_MOUSE,,,,,
Q922B2,SYDC_MOUSE,,,,,
P28301,LYOX_MOUSE,,,,,
Q9CYA0,CREL2_MOUSE,,,,,
Q8CE80,Q8CE80_MOUSE,,,,,
P51660,DHB4_MOUSE,,,,,
P17426,AP2A1_MOUSE,,,,,
Q60715,P4HA1_MOUSE,,,,,
A0A1B0GRP7,A0A1B0GRP7_MOUSE,,,,,
Q06890,CLUS_MOUSE,,,,,
Q61937,NPM_MOUSE,,,,,
P17918,PCNA_MOUSE,,,,,
P97372,PSME2_MOUSE,,,,,
C0HKG6,RNT2B_MOUSE,,,,,
Q3TW96,UAP1L_MOUSE,,,,,
Q8CI51,PDLI5_MOUSE,,,,,
H7BWY6,H7BWY6_MOUSE,,,,,
P14685,PSMD3_MOUSE,,,,,
P98063,BMP1_MOUSE,,,,,
P30416,FKBP4_MOUSE,,,,,
P24547,IMDH2_MOUSE,,,,,
P26645,MARCS_MOUSE,,,,,
Q9DAX3,Q9DAX3_MOUSE,,,,,
P68037,UB2L3_MOUSE,,,,,
Q9R0P9,UCHL1_MOUSE,,,,,
P97807,FUMH_MOUSE,,,,,
Q61699,HS105_MOUSE,,,,,
Q9ET22,DPP2_MOUSE,,,,,
E9QK48,E9QK48_MOUSE,,,,,
Q11136,PEPD_MOUSE,,,,,
Q8VIJ6,SFPQ_MOUSE,,,,,
Q99KC8,VMA5A_MOUSE,,,,,
Q9ER72,SYCC_MOUSE,,,,,
Q8BK64,AHSA1_MOUSE,,,,,
Q61554,FBN1_MOUSE,,,,,
Q9R045,ANGL2_MOUSE,,,,,
O35536,TFPI2_MOUSE,,,,,
E9Q6J4,E9Q6J4_MOUSE,,,,,
D3YWF6,D3YWF6_MOUSE,,,,,
P70372,ELAV1_MOUSE,,,,,
G5E924,G5E924_MOUSE,,,,,
P51859,HDGF_MOUSE,,,,,
P07742,RIR1_MOUSE,,,,,
Q9CPV4,GLOD4_MOUSE,,,,,
Q7TQE2,Q7TQE2_MOUSE,,,,,
Q91YR9,PTGR1_MOUSE,,,,,
P50543,S10AB_MOUSE,,,,,
O35744,CHIL3_MOUSE,,,,,
Q60598,SRC8_MOUSE,,,,,
P13609,SRGN_MOUSE,,,,,
Q9WUA3,PFKAP_MOUSE,,,,,
Q9ERK4,XPO2_MOUSE,,,,,
Q5SVL9,Q5SVL9_MOUSE,,,,,
B1AT92,B1AT92_MOUSE,,,,,
Q61147,CERU_MOUSE,,,,,
Q9CXW3,CYBP_MOUSE,,,,,
G3UYV7,G3UYV7_MOUSE,,,,,
Q9CR36,GKN1_MOUSE,,,,,
Q9JHW2,NIT2_MOUSE,,,,,
Q9JKB1,UCHL3_MOUSE,,,,,
Q9DBH5,LMAN2_MOUSE,,,,,
Q9EQH2,ERAP1_MOUSE,,,,,
Q99KI0,ACON_MOUSE,,,,,
A0A0R4IZW8,A0A0R4IZW8_MOUSE,,,,,
A2ARA0,A2ARA0_MOUSE,,,,,
O55131,SEPT7_MOUSE,,,,,
Q99L47,F10A1_MOUSE,,,,,
B7ZWM6,B7ZWM6_MOUSE,,,,,
Q9QZE5,COPG1_MOUSE,,,,,
P70275,SEM3E_MOUSE,,,,,
Q9CQ60,6PGL_MOUSE,,,,,
Q9Z1Q5,CLIC1_MOUSE,,,,,
F6YVP7,F6YVP7_MOUSE,,,,,
P45878,FKBP2_MOUSE,,,,,
Q00612,G6PD1_MOUSE,,,,,
P14901,HMOX1_MOUSE,,,,,
P97298,PEDF_MOUSE,,,,,
Q9D106,PEPA5_MOUSE,,,,,
P14131,RS16_MOUSE,,,,,
P62702,RS4X_MOUSE,,,,,
Q8QZY1,EIF3L_MOUSE,,,,,
A0A0R4J0I9,A0A0R4J0I9_MOUSE,,,,,
P46664,PURA2_MOUSE,,,,,
P42208,SEPT2_MOUSE,,,,,
P62715,PP2AB_MOUSE,,,,,
O35643,AP1B1_MOUSE,,,,,
Q64339,ISG15_MOUSE,,,,,
P61089,UBE2N_MOUSE,,,,,
P06869,UROK_MOUSE,,,,,
Q9JI75,NQO2_MOUSE,,,,,
E9PYI8,E9PYI8_MOUSE,,,,,
Q62507,COCH_MOUSE,,,,,
Q8BGD9,IF4B_MOUSE,,,,,
A2AH25,A2AH25_MOUSE,,,,,
Q9CZ44,NSF1C_MOUSE,,,,,
Q8R059,GALE_MOUSE,,,,,
Q61468,MSLN_MOUSE,,,,,
A0A1W2P7A1,A0A1W2P7A1_MOUSE,,,,,
P28474,ADHX_MOUSE,,,,,
P82198,BGH3_MOUSE,,,,,
F8WGI9,F8WGI9_MOUSE,,,,,
O89023,TPP1_MOUSE,,,,,
Q9EST5,AN32B_MOUSE,,,,,
Q9WVJ2,PSD13_MOUSE,,,,,
P31230,AIMP1_MOUSE,,,,,
