"x"
"Copg1"
"Atp6v0d1"
"Golga7"
"Gm6829"
"Psph"
"Trappc4"
"Dpm2"
"Psmb5"
"Gm3375"
"Dhrs1"
"Ppm1a"
"Gm20369"
"Psenen-ps"
"Psenen"
"Anapc1"
"Mrpl43"
"Xpo7"
"Nmt1"
"Atg5"
"Mtif2"
"Rab14"
"Psap"
"Ube2g1"
"Zkscan3"
"Mrpl27-ps"
"Mrpl27"
"Dlg1"
"Canx"
"Gm35638"
"Derl1"
"Wars"
"Psma1"
"Sar1a"
"G3bp2"
"Golm1"
"Gps1"
"Gm9816"
"Ssr3"
"Rpl23"
"Gm9794"
"Ctbp1"
"Huwe1"
"Cdv3"
"Smim7"
"Copa"
"Anapc2"
"Tug1"
"Gbf1"
"Cox18"
"Arfgef1"
"Zranb1"
"9330161L09Rik"
"Ddx24"
"Snrnp27"
"Gm14126"
"Tmem129"
"Rps27"
"Gm17241"
"Gm4525"
"Rps27rt"
"Rnf220"
"Sap30l"
"Armc1"
"Mad2l1bp"
"Naa60"
"Vta1"
"Eif5"
"Cdc42"
"Rrn3"
"Ankrd17"
"Naxe"
"Pabpn1"
"Pdpk1"
"Cpsf7"
"Angel2"
"Abhd16a"
"Gm8069"
"Tomm5"
"Rab7"
"Rab7-ps1"
"Ddb1"
"Pfdn5"
"Rfk"
"Txndc12"
"Gm21982"
"Rbm42"
"Psmc5"
"Tmem165"
"Aup1"
"Hdac5"
"Pfdn6"
"Vps26c"
"Cic"
"Gm50262"
"Riok3"
"Dctn5"
"Rragc"
"Tbl3"
"Hp1bp3"
"BC031181"
"Abhd17a"
"Polr2f"
"Gm5830"
"Gm8325"
"Ube2v1"
"Gm20431"
"Snapin"
"Fryl"
"Gm34144"
"Lamtor5"
"Atox1"
"Mrpl52"
"Tmem234"
"Zc3h11a"
"Gm38394"
"Hnrnpul2"
"Sec22b"
"Ythdf1"
"Ube2r2"
"Itch"
"Wdr6"
"Gm24148"
"Mir3535"
"Ncl"
"Snora75"
"Snord82"
"Elp2"
"Rbbp7"
"Gm6382"
"Aldh3a2"
"Pnliprp1"
"Morf4l2"
"Gm5521"
"Gm47692"
"Gm25241"
"Gm22801"
"Vmn1r55"
"Gm23419"
"Mir6935"
"Gm26217"
"Actg1"
"Gm8399"
"Gm12715"
"Armcx2"
"Mir684-1"
"Smt3h2-ps"
"Smt3h2-ps2"
"Gm13430"
"Smt3h2-ps4"
"Gm12335"
"Gm13690"
"Gm9836"
"Mir684-2"
"Gm11829"
"Sumo2"
"Gm10241"
"Vps35"
"Cct8"
"Pgc"
"Ganab"
"Ublcp1"
"Gm12663"
"Rnf34"
"Rbck1"
"Pnpo"
"Spin1"
"Dazap2"
"Ddr1"
"Wbp11"
"Gja1"
"Slc16a1"
"Cx3cl1"
"Mir6969"
"Clps"
"Plat"
"Srsf2"
"Tpbpa"
"Uhrf1"
"Gm5648"
"Gsn"
"Api5"
"Atp6v1b2"
"Trim27"
"Cct7"
"Anxa6"
"Ppp2r1a"
"Nono"
"Gm5171"
"Gm8806"
"Nptn"
"Scd2"
"Mir5114"
"Csnk1d"
"Atp6v1h"
"Serp1"
"Lbr"
"Orc5"
"Gm5422"
"Psmd2"
"Agtr2"
"Gm10059"
"Gm14303"
"Rps29"
"Gm7079"
"Gm6134"
"Dusp6"
"Prl3b1"
"Aldh18a1"
"Klk1"
"Serinc1"
"Gm14681"
"Gm15484"
"Gm5611"
"Npm1"
"Elovl5"
"Dync1i2"
"Mlst8"
"Syt4"
"Ldhc"
"Prl3d1"
"Prl3d3"
"Prl3d2"
"Gm11223"
"Stmn1"
"Rasa3"
"Impdh2-ps"
"Impdh2"
"Def8"
"Kitl"
"Emb"
"Eif3c"
"Gm10184"
"Kpna2"
"Gm10259"
"Gm45386"
"Tyrp1"
"Eif4g2"
"Bpgm"
"Unc45a"
"Cct4"
"Trim28"
"Calu"
"Tgfbi"
"Hnrnph1"
"Actr1a"
"Gm43820"
"Spry1"
"Rps26-ps1"
"Rps26"
"Gm6654"
"Gm7392"
"Dpysl3"
"Rrm1"
"Rplp2"
"AC124742.1"
"Wdr89"
"Lamp1"
"Ghitm"
"Cela3b"
"Cela3a"
"Chgb"
"Sh2d3c"
"Tfg"
"Hdgf"
"Gm15344"
"Hsp90b1"
"Papss1"
"Suclg1"
"Sgpl1"
"Enpp2"
"Gm5802"
"Gm38393"
"Snrpn"
"Gm35595"
"Mgst1"
"Junb"
"Kit"
"Plod3"
"Aldh7a1"
"Slc38a1"
"Lpl"
"Reg1"
"Tmsb4x"
"Ccnd3"
"Tspyl1"
"Stip1"
"Ciapin1"
"Impact"
"Rps13-ps1"
"Rps13"
"Rps13-ps4"
"Rps13-ps2"
"Snord14a"
"Hnrnpab"
"Ddx1"
"Mthfd1"
"Tpi-rs10"
"Tpi1"
"Tpi-rs11"
"Npdc1"
"Cstf2t"
"Tnfrsf19"
"Marcksl1"
"Gm9089"
"Ndn"
"Tnp1"
"Nup62"
"Actc1"
"Map1lc3b"
"Gm5612"
"Gm6055"
"Gm29793"
"Gm6054"
"Gm12727"
"Gm49394"
"Igf2"
"Atp9a"
"Cox5a"
"Cops8"
"Smoc2"
"Bcar3"
"Pdcd6ip"
"Spink1"
"Fmod"
"Zfand2a"
"Gm2387"
"Gm5621"
"Rpl10-ps3"
"Gm7476"
"Rpl10-ps2"
"Rpl10-ps6"
"Gm3379"
"Rpl10"
"Gm6564"
"Rpl10-ps5"
"Rpl10-ps1"
"Sdc1"
"Mcm5"
"Pigq"
"Creg1"
"Cpe"
"Gm10819"
"Gm9824"
"Pebp1"
"Fkbp10"
"Mark2"
"Try5"
"Try4"
"Prm1"
"Cdk16"
"Rrp1"
"Slc2a4"
"Mpo"
"Itm2c"
"Eif3h"
"Gm6552"
"Gm8775"
"Hnrnph2"
"Scd1"
"Ndufv1"
"Kap"
"Cox6c"
"Marcks"
"Map2k2"
"Carhsp1"
"Gm9791"
"Isyna1"
"Tubb3"
"Gm12174"
"Gm6543"
"Rpl7"
"Rpl7-ps7"
"Gm4734"
"Gm10231"
"Atp5g2"
"Gm10175"
"Herpud2"
"Gm6201"
"Lcp1"
"Acadm"
"Sf3b3"
"Clcn4"
"Hdlbp"
"Vcam1"
"Vdac2"
"Rrp36"
"Klhdc3"
"Pigo"
"Sqle"
"Cyp2e1"
"Casp6"
"Txnip"
"Vdac1"
"Hey1"
"Gm7204"
"Gm21399"
"Prdx1"
"Cotl1"
"Cldn11"
"Ywhah"
"Gm12428"
"Psmc1"
"Gm9575"
"Dgkz"
"Mdk"
"Satb1"
"Tspan3"
"Ehd1"
"Pld3"
"Abce1"
"Tap1"
"Dr1"
"Atp5g1"
"Gm10039"
"Fabp5"
"Gm6166"
"Gm14328"
"Fabp5l2"
"D9Wsu149"
"Fabp3"
"Fabp3-ps1"
"Cct3"
"Fgg"
"Slfn10-ps"
"Gm10275"
"Gm11425"
"Gm9396"
"Rpl12"
"Pdcd6"
"Jpt1"
"Gm2395"
"Gm2412"
"Klf10"
"Mir106b"
"Mcm7"
"Mir93"
"Mir25"
"Gm5487"
"Tmem109"
"Cd24a"
"Gm6212"
"Hif1a"
"Fkbp1a"
"Cct2"
"Snd1"
"Ccn1"
"Lipf"
"Sgk1"
"Nasp"
"Flii"
"Smarcb1"
"Fuca2"
"Phc2"
"Gldc"
"Scarb1"
"C2"
"Prps1"
"Lrrn1"
"Rps5"
"Amy2a5"
"Amy2a3"
"Amy2a2"
"Amy2a4"
"Amy2b"
"Gm6444"
"Ndufb11"
"Atp5c1"
"Atp5c1-ps"
"Gm8722"
"Sec23b"
"Tbc1d15"
"Ceacam11"
"Hspa5"
"Ankrd10"
"Cd9"
"Ifrd1"
"Kars"
"Pfkp"
"Ddx18"
"Gm16433"
"Gm9214"
"Cd34"
"Nup85"
"Rpl28"
"Rpl28-ps3"
"Gm10051"
"Gm13226"
"Rpl28-ps1"
"Sav1"
"Ccnb1-ps"
"Gm8416"
"Ccnb1"
"Adm"
"Raf1"
"Arpc1a"
"Adam15"
"Smad1"
"Rab1a"
"Zfand5"
"Tpst2"
"Ap1s1"
"Rps15"
"Pdhb"
"Gm6123"
"Map4"
"Mrpl20"
"Adam9"
"Gm6563"
"Sarnp"
"Vipas39"
"Lrrc4"
"Syngr3"
"Rpl27-ps1"
"Gm11518"
"Gm6341"
"Rpl27-ps3"
"Rpl27"
"Eif3d"
"H1f2"
"Gm14287"
"Gm4202"
"Ywhaz"
"Mpdu1"
"Nnt"
"Kti12"
"Nsg2"
"Tmed3"
"Fuca1"
"Slc35a4"
"Cd83"
"Cox8a"
"Fkbp8"
"Sparcl1"
"Orc3"
"Trim59"
"Txn1"
"Txn-ps1"
"Rrm2"
"Lox"
"Ccnd2"
"Fkbp5"
"Polr1b"
"Dnpep"
"Errfi1"
"Prnp"
"Efr3a"
"Aplp1"
"Apex1"
"Mmp2"
"Anxa7"
"Reg2"
"Dhx30"
"Rps6"
"Gm8172"
"Rps6-ps1"
"Rps6-ps4"
"Gm16409"
"Atp5j"
"Dhx15"
"Hspa4"
"Laptm4b"
"Olig1"
"Gm20147"
"Srsf3-ps"
"Srsf3"
"Srp54b"
"Srp54c"
"Srp54a"
"Hmgb3"
"Gm18379"
"Gm6104"
"Vcl"
"Nr2f2"
"Rad21"
"Cops4"
"Fbln5"
"Rab31"
"Prdx4"
"Serpinf1"
"Tpbpb"
"Trap1"
"Kansl2-ps"
"Snora34"
"Mir1291"
"Kansl2"
"Pes1"
"Gm5910"
"Rbbp9"
"Gm7591"
"Vdac3-ps1"
"Vdac3"
"Hmgb1-ps1"
"Gm8807"
"Hmgb1"
"Rbmxl1"
"Gm7192"
"Gm7324"
"Plekhb1"
"Rdx"
"Mesd"
"Apba3"
"Mir3057"
"Ldhb-ps"
"Ldhb"
"Hmga1b"
"Hmga1"
"Adh5"
"Pnrc2"
"Gm2a"
"Sec61a1"
"Napa"
"Car1"
"Cyp4b1"
"Inpp5k"
"Rpsa"
"Snora62"
"Gm2991"
"Gm8849"
"Gm8974"
"Snrpc"
"Nelfcd"
"Kifc3"
"Il33"
"Crk"
"Gm23547"
"Phb2"
"Aqp1"
"Gpd1"
"Glb1"
"Sipa1"
"Taz"
"Usp14"
"Glud-ps"
"Glud1"
"Imp3"
"Ptn"
"Lrp8"
"Magoh"
"Surf4"
"Mcm4"
"Gosr1"
"Reps1"
"Mir682"
"Gm24865"
"Rpl37a"
"Gm4613"
"Gm4149"
"Rpl19-ps1"
"Gm27907"
"Gm27597"
"Rpl19-ps11"
"Rpl19"
"Rpl19-ps7"
